,id,year,release_years,movieLength,rating_kp,ageRating,votes_kp,budget,audience_count,fees_russia,sequelsAndPrequels,ticketsOnSale,actor,designer,writer,producer,operator,director,composer,editor,type_movie,num_actors,num_countries,num_genres,is_sequel,is_adult
104,7876675,2023,2022.5,32.0,0.0,12.0,6,0.0,114.0,2508.0,0,False,1,399,3,4,185,1,374,554,True,4,1,4,0,0
124,7860604,2025,2022.5,60.0,0.0,12.0,27,0.0,237.0,2209.0,0,False,83,399,1,2,1,1,374,554,True,0,1,3,0,0
127,6706157,2025,2022.5,90.0,7.968,16.0,665,0.0,6489.0,70112.0,0,True,2,399,2,2,1,1,2,554,True,17,1,3,0,0
201,7605663,2024,2022.5,93.0,0.0,12.0,437,0.0,40323.0,585560.0,0,False,1,1,2,2,2,1,4,1,True,5,1,3,0,0
245,7412087,2023,2022.5,58.0,0.0,6.0,73,0.0,616.0,4699.0,2,False,19,2,2,1,185,2,2,554,False,1,1,1,1,0
340,7337720,2024,2022.5,94.0,0.0,16.0,349,0.0,4191.0,29326.0,0,True,1,1,1,1,1,2,6,3,True,11,1,1,0,0
360,7288569,2024,2022.5,92.0,0.0,12.0,32,0.0,740.0,18615.0,0,True,83,399,85,2,1,1,1,1,True,0,1,1,0,0
393,7239015,2024,2022.5,91.0,0.0,16.0,90,0.0,1453.0,5746.0,0,False,83,399,85,1,1,2,2,554,True,0,1,3,0,0
394,7238540,2025,2022.5,120.0,7.458,16.0,469,0.0,25967.0,221193.0,0,False,26,399,2,2,185,2,374,554,True,25,1,2,0,0
398,7231513,2025,2022.5,91.0,0.0,6.0,1484,0.0,62007.0,468263.0,1,False,2,399,1,1,185,1,374,554,False,11,2,1,1,0
470,7130109,2024,2022.5,61.0,0.0,12.0,34,0.0,201.0,1409.0,0,False,83,2,3,1,2,3,1,554,True,0,1,1,0,0
477,7098675,2025,2022.5,74.0,0.0,18.0,290,0.0,214.0,1058.0,0,False,1,3,1,1,1,1,1,1,True,6,1,2,0,1
515,7006091,2024,2022.5,88.0,5.939,18.0,6974,0.0,5428.0,27667.0,0,False,1,2,8,3,3,2,2,554,True,17,1,2,0,1
641,6712512,2025,2022.5,103.0,7.408,16.0,2171,0.0,3123.0,38104.0,0,False,11,1,3,21,1,3,11,554,True,20,1,2,0,0
644,6706155,2024,2022.5,100.0,7.533,18.0,169185,390000000.0,2603879.0,11049319.0,0,False,3,6,8,8,3,3,2,9,True,43,1,2,0,1
655,6691920,2024,2022.5,92.0,0.0,16.0,251,0.0,21010.0,379145.0,0,False,1,1,3,2,10,2,4,1,True,6,1,1,0,0
670,6640649,2023,2022.5,58.0,0.0,12.0,57,0.0,181.0,557.0,0,False,83,399,85,43,185,1,374,554,True,0,1,1,0,0
709,6572625,2024,2022.5,73.0,6.756,6.0,13196,0.0,398.0,2890.0,0,False,2,399,1,1,12,1,1,554,True,21,1,2,0,0
782,6441718,2025,2022.5,92.0,6.328,16.0,535,0.0,20042.0,114825.0,0,True,3,1,2,48,9,12,16,8,True,7,1,2,0,0
790,6440213,2025,2022.5,104.0,7.304,16.0,4162,0.0,6724.0,643707.0,0,True,14,1,2,3,1,2,3,10,True,23,1,2,0,0
800,6429304,2024,2022.5,23.0,8.412,0.0,99578,0.0,151915.0,774153.0,1,False,3,399,3,3,185,4,8,554,False,10,1,3,1,0
801,6429450,2024,2022.5,113.0,0.0,12.0,307,0.0,32318.0,309367.0,0,False,3,2,85,2,185,3,374,1,True,7,1,3,0,0
818,6405962,2024,2022.5,70.0,0.0,12.0,667,0.0,324.0,79602.0,0,False,83,399,2,2,10,2,374,6,True,0,1,1,0,0
852,6383826,2024,2022.5,85.0,6.739,18.0,12174,0.0,213.0,2612.0,0,False,1,399,2,1,1,2,1,2,True,15,1,2,0,1
875,6380879,2024,2022.5,90.0,6.152,18.0,1055,0.0,184.0,9016.0,0,False,4,1,1,11,1,1,1,554,True,14,1,1,0,1
900,6355103,2024,2022.5,81.0,7.542,18.0,1507,0.0,106.0,2702.0,0,False,1,399,1,1,1,1,2,1,True,2,1,2,0,1
906,6340452,2024,2022.5,88.0,5.907,18.0,5097,0.0,252.0,1153.0,0,False,18,399,1,1,1,1,2,554,True,5,1,1,0,1
907,6338665,2024,2022.5,91.0,0.0,16.0,623,0.0,104.0,3779.0,0,False,1,1,3,4,3,1,2,2,True,11,1,3,0,0
946,6299890,2024,2022.5,85.0,5.112,6.0,1239,0.0,6626.0,32271.0,1,False,3,4,2,7,2,2,374,554,True,15,1,1,1,0
947,6299997,2025,2022.5,83.0,5.495,18.0,960,0.0,33239.0,328221.0,0,False,2,4,2,6,7,4,12,554,True,22,1,2,0,1
1006,6224943,2025,2022.5,120.0,6.899,12.0,44472,1000000000.0,536798.0,7776815.0,0,True,1,12,5,2,14,1,11,554,True,50,1,3,0,0
1026,4375556,2024,2022.5,93.0,4.762,12.0,1553,0.0,2862.0,14034.0,0,False,1,399,1,1,1,1,374,554,True,22,1,2,0,0
1044,5902043,2024,2022.5,95.0,7.504,18.0,77874,0.0,1959.0,12582.0,0,False,3,1,2,7,3,6,11,5,True,6,1,2,0,1
1054,6116261,2024,2022.5,77.0,5.418,16.0,18195,0.0,183586.0,1635137.0,0,False,1,2,2,3,2,4,11,10,True,22,1,1,0,0
1055,6095068,2024,2022.5,91.0,7.538,12.0,7767,0.0,80832.0,788427.0,0,False,3,2,19,19,27,7,2,9,True,27,1,2,0,0
1061,5965476,2025,2022.5,96.0,0.0,6.0,2193,0.0,15001.0,186581.0,0,False,6,399,3,4,2,1,1,3,True,20,1,4,0,0
1098,5965417,2025,2022.5,97.0,0.0,16.0,4445,0.0,18027.0,155367.0,0,False,1,1,2,1,1,1,1,554,True,11,1,2,0,0
1109,6066154,2025,2022.5,120.0,6.002,18.0,3105,0.0,15569.0,116887.0,0,False,2,1,3,2,2,9,2,554,True,21,1,1,0,1
1114,6038779,2025,2022.5,91.0,6.054,12.0,6136,0.0,57760.0,558961.0,0,False,1,4,1,2,12,2,12,17,True,13,1,3,0,0
1126,5951708,2023,2022.5,114.0,7.386,6.0,3825,0.0,6251.0,23986.0,0,False,1,1,1,4,3,1,13,554,True,19,1,2,0,0
1190,5639024,2025,2022.5,94.0,6.308,12.0,3326,0.0,17102.0,182185.0,0,False,17,1,1,7,12,1,11,21,True,29,1,2,0,0
1210,6013523,2024,2022.5,80.0,0.0,12.0,261,0.0,29.0,6356.0,0,False,83,399,1,1,1,1,374,1,True,0,1,1,0,0
1218,6156078,2024,2022.5,100.0,0.0,18.0,230,0.0,647.0,3009.0,0,False,6,1,1,7,12,4,13,554,True,13,1,1,0,1
1255,5996169,2024,2022.5,113.0,6.152,16.0,949,0.0,1202.0,30693.0,0,False,1,6,3,1,18,3,1,26,True,4,2,1,0,0
1261,5951707,2024,2022.5,81.0,0.0,16.0,25,0.0,78.0,227.0,0,False,1,399,85,2,185,1,374,554,True,3,1,1,0,0
1269,5995316,2024,2022.5,103.0,6.119,18.0,285080,0.0,143685.0,1604017.0,0,False,1,2,1,8,8,4,12,3,True,33,1,2,0,1
1279,5963824,2024,2022.5,68.0,7.059,16.0,4070,0.0,928.0,22960.0,0,False,1,2,1,1,1,1,374,554,True,5,1,2,0,0
1287,5627252,2024,2022.5,96.0,6.572,6.0,28960,0.0,51117.0,13628816.0,11,False,14,2,1,3,18,5,374,2,True,46,1,1,1,0
1289,5631362,2024,2022.5,80.0,0.0,18.0,372,0.0,471.0,6799.0,0,False,1,399,85,1,2,1,1,3,True,16,1,1,0,1
1317,6043211,2025,2022.5,92.0,6.488,12.0,1384,0.0,12449.0,107470.0,0,False,1,12,1,13,5,1,11,8,True,11,1,2,0,0
1324,6026140,2024,2022.5,87.0,0.0,12.0,638,0.0,2031.0,18102.0,0,False,1,2,1,1,1,1,2,554,True,16,1,1,0,0
1334,6138826,2024,2022.5,94.0,0.0,12.0,138,0.0,114.0,1072.0,0,False,83,399,85,1,3,1,1,554,True,0,1,1,0,0
1345,5900038,2024,2022.5,114.0,5.296,16.0,1132,0.0,7232.0,46885.0,0,False,1,1,1,2,10,3,4,3,True,23,1,2,0,0
1360,5698772,2024,2022.5,99.0,4.695,18.0,5329,0.0,2650.0,15159.0,0,False,1,1,1,1,11,1,374,3,True,23,1,3,0,1
1385,6099741,2024,2022.5,76.0,6.863,18.0,112425,0.0,18772.0,165841.0,0,False,2,2,2,2,6,2,7,1,True,22,1,2,0,1
1386,6098600,2024,2022.5,87.0,0.0,12.0,181,0.0,1708.0,6180.0,0,False,1,11,4,22,5,1,6,11,True,9,1,2,0,0
1402,6138823,2024,2022.5,80.0,0.0,18.0,133,0.0,12868.0,53217.0,1,False,2,1,3,1,3,1,1,554,True,4,1,1,1,1
1415,5958246,2024,2022.5,99.0,7.478,6.0,369094,0.0,486818.0,4920952.0,1,False,1,2,1,9,3,3,9,1,True,26,1,4,1,0
1418,6095404,2025,2022.5,94.0,7.926,12.0,3070,0.0,44878.0,333790.0,0,False,10,1,4,13,6,4,4,2,True,9,1,3,0,0
1420,5940934,2025,2022.5,79.0,0.0,12.0,2001,0.0,4075.0,59263.0,0,False,1,399,2,1,1,2,374,1,True,13,1,5,0,0
1437,5617802,2024,2022.5,80.0,5.131,16.0,2408,0.0,16448.0,58924.0,0,False,1,399,2,9,3,1,11,1,True,8,1,1,0,0
1438,6000386,2024,2022.5,92.0,6.687,18.0,4969,0.0,765.0,3259.0,0,False,2,11,1,1,17,4,1,5,True,7,1,1,0,1
1491,5582621,2024,2022.5,93.0,7.341,18.0,640921,0.0,174278.0,2458931.0,0,False,8,3,5,3,1,1,9,13,True,17,1,1,0,1
1493,5591585,2023,2022.5,59.0,0.0,6.0,116,0.0,5447.0,18485.0,1,False,1,2,2,1,185,2,2,554,False,1,1,1,1,0
1494,5591751,2024,2022.5,74.0,0.0,16.0,252,0.0,479.0,1685.0,0,False,5,2,1,2,1,1,1,1,True,23,1,1,0,0
1510,5518230,2025,2022.5,93.0,6.098,6.0,5891,0.0,211513.0,2019570.0,0,True,6,2,3,3,7,4,15,9,True,28,1,4,0,0
1511,5518231,2025,2022.5,93.0,7.343,6.0,328708,0.0,535575.0,7603542.0,1,False,1,1,19,3,2,3,15,19,True,32,1,3,1,0
1514,5515763,2024,2022.5,38.0,0.0,18.0,74,0.0,267.0,3280.0,0,False,1,399,85,43,185,1,374,554,True,2,1,1,0,1
1516,5508627,2024,2022.5,81.0,7.157,6.0,8575,0.0,2735.0,4554789.0,5,False,4,2,4,19,2,2,374,3,True,11,1,1,1,0
1520,5508669,2024,2022.5,88.0,6.631,6.0,12045,0.0,416514.0,3275301.0,5,False,4,2,4,19,2,3,11,554,True,19,1,2,1,0
1521,5515512,2024,2022.5,99.0,6.371,16.0,7380,0.0,45004.0,276131.0,0,False,6,15,2,48,2,2,2,554,True,14,1,2,0,0
1523,5515407,2024,2022.5,73.0,7.142,16.0,115449,0.0,38361.0,323833.0,0,False,3,2,19,19,2,1,15,2,True,15,1,2,0,0
1542,5517097,2023,2022.5,52.0,8.194,6.0,1281,0.0,9449.0,27441.0,0,False,1,399,3,1,1,1,374,1,True,2,1,1,0,0
1560,5516688,2024,2022.5,63.0,0.0,6.0,3764,0.0,68584.0,470521.0,0,False,5,1,1,2,185,1,2,554,False,15,1,3,0,0
1578,5580928,2023,2022.5,61.0,8.818,16.0,3559,0.0,1230.0,22490.0,0,False,83,399,1,1,1,1,1,554,True,0,1,1,0,0
1579,5510092,2024,2022.5,94.0,7.753,6.0,38929,0.0,42839.0,251760.0,0,False,4,399,1,19,7,4,15,9,True,19,1,2,0,0
1601,5245376,2024,2022.5,105.0,0.0,16.0,812,0.0,16.0,71.0,0,False,1,1,1,1,1,2,1,2,True,12,1,2,0,0
1607,5507932,2024,2022.5,79.0,4.464,12.0,3423,0.0,48753.0,387141.0,0,False,4,3,3,1,1,3,18,5,True,31,1,1,0,0
1618,5515408,2024,2022.5,62.0,0.0,6.0,1879,0.0,3326.0,22938.0,0,False,1,1,3,1,1,1,374,554,True,11,1,3,0,0
1631,5500979,2024,2022.5,67.0,0.0,12.0,61,0.0,373.0,2791.0,0,False,1,399,85,13,1,1,374,1,True,7,1,2,0,0
1632,5501160,2023,2022.5,72.0,0.0,12.0,154,0.0,544.0,2456.0,0,False,1,399,1,13,1,2,374,554,True,9,1,2,0,0
1636,5500751,2024,2022.5,85.0,6.573,18.0,6106,0.0,418.0,3560.0,0,False,1,5,4,84,17,4,2,5,True,13,1,1,0,1
1643,5501011,2023,2022.5,80.0,0.0,12.0,212,0.0,1572.0,7806.0,0,False,1,399,85,13,185,1,374,554,True,4,1,2,0,0
1645,5501035,2023,2022.5,74.0,0.0,12.0,316,0.0,2022.0,12770.0,0,False,1,399,85,13,1,1,374,554,True,8,1,2,0,0
1652,5503219,2024,2022.5,109.0,0.0,12.0,57,0.0,118.0,1554.0,0,False,1,5,2,3,12,6,3,554,True,13,1,2,0,0
1654,5503483,2024,2022.5,91.0,8.069,16.0,5982,0.0,39161.0,613928.0,0,False,1,2,2,3,3,1,1,1,True,6,2,3,0,0
1659,5501196,2024,2022.5,85.0,5.198,16.0,2450,0.0,736.0,4796.0,0,False,1,3,2,7,7,2,4,554,True,14,1,1,0,0
1661,5504425,2024,2022.5,115.0,6.152,18.0,1136,0.0,10020.0,46233.0,0,False,11,7,4,48,3,12,1,8,True,14,1,1,0,1
1669,5501163,2024,2022.5,97.0,6.568,18.0,4170,0.0,18065.0,147661.0,0,False,2,2,3,13,3,3,374,3,True,21,1,1,0,1
1671,5248892,2023,2022.5,96.0,4.772,18.0,4284,0.0,21651.0,182149.0,0,False,1,1,3,4,27,3,12,2,True,10,1,2,0,1
1718,5368465,2023,2022.5,75.0,7.124,12.0,745,0.0,50.0,230.0,0,False,83,399,1,1,1,1,1,1,True,0,1,1,0,0
1737,4467719,2020,2022.5,67.0,0.0,12.0,186,0.0,115.0,414.0,0,False,1,399,3,1,10,3,1,1,True,4,1,1,0,0
1814,4319755,2021,2022.5,60.0,5.852,18.0,537,0.0,341.0,1673.0,0,False,83,399,3,1,2,3,374,554,True,0,1,1,0,1
1824,1367068,2020,2022.5,94.0,6.302,12.0,701,0.0,27230.0,464.0,0,False,1,399,85,1,2,1,1,1,True,7,3,1,0,0
1856,5034461,2022,2022.5,46.0,6.404,12.0,873,0.0,303.0,1324.0,0,False,83,399,1,6,1,1,5,1,True,0,1,2,0,0
1864,1214042,2021,2022.5,85.0,7.223,12.0,1256,0.0,27230.0,6483.0,0,False,83,399,1,1,1,1,1,1,False,0,1,2,0,0
1869,5001447,2023,2022.5,89.0,4.592,18.0,2020,0.0,535.0,2004.0,0,False,2,3,3,1,19,5,1,1,True,11,1,1,0,1
1875,5428371,2023,2022.5,62.0,7.968,0.0,3044,0.0,20146.0,4547.0,0,False,1,1,1,1,185,1,4,554,False,9,1,4,0,0
1879,1431114,2020,2022.5,74.0,5.616,12.0,1382,38500000.0,273.0,1907.0,0,False,1,1,1,10,1,1,1,1,True,7,1,1,0,0
1893,4299304,2020,2022.5,82.0,7.617,6.0,1496,0.0,27230.0,4606.0,0,False,2,399,1,6,1,2,1,2,True,8,1,1,0,0
1894,4936396,2022,2022.5,72.0,7.749,18.0,1665,0.0,394.0,2211.0,0,False,1,399,1,2,10,1,1,1,True,1,1,1,0,1
1895,1387177,2020,2022.5,73.0,7.108,18.0,1407,21000000.0,27230.0,6050.0,0,False,2,1,2,2,2,2,374,1,True,24,1,2,0,1
1897,5017052,2022,2022.5,66.0,6.152,18.0,1587,0.0,796.0,2403.0,0,False,83,399,1,1,2,1,1,1,True,0,1,1,0,1
1898,5042247,2022,2022.5,70.0,4.779,18.0,1554,0.0,4557.0,18931.0,0,False,1,1,1,1,1,1,1,1,True,18,1,1,0,1
1899,4958024,2022,2022.5,139.0,6.152,18.0,1366,0.0,298.0,1311.0,0,False,1,399,1,1,1,1,1,1,True,6,1,2,0,1
1900,4934473,2022,2022.5,60.0,8.203,12.0,1377,4000000.0,1576.0,4655.0,1,False,83,399,1,1,1,1,374,554,True,0,1,1,1,0
1906,4393318,2021,2022.5,127.0,7.938,18.0,1435,0.0,624.0,2023.0,0,False,1,399,1,8,1,1,374,1,True,16,1,1,0,1
1908,4446188,2021,2022.5,87.0,6.416,18.0,2684,0.0,61.0,210.0,0,False,1,4,1,1,1,1,1,3,True,21,2,2,0,1
1909,1282100,2021,2022.5,108.0,6.328,18.0,2324,0.0,464.0,2460.0,0,False,1,3,1,2,5,3,5,4,True,22,1,2,0,1
1911,1378954,2020,2022.5,89.0,7.155,18.0,1641,0.0,27230.0,26986.0,0,False,83,2,12,2,1,2,2,1,False,0,1,4,0,1
1914,1297266,2020,2022.5,108.0,4.811,18.0,1859,0.0,2587.0,8987.0,0,False,1,1,1,1,9,1,2,1,True,34,1,2,0,1
1919,4957174,2022,2022.5,80.0,4.463,18.0,2797,0.0,7604.0,32643.0,0,False,1,1,1,2,1,4,2,554,True,9,2,1,0,1
1924,5030860,2022,2022.5,81.0,5.333,12.0,2113,0.0,173.0,417.0,0,False,1,1,1,1,1,1,1,1,True,6,1,2,0,0
1925,5034460,2022,2022.5,82.0,5.924,18.0,1811,0.0,1340.0,6159.0,0,False,1,1,1,6,1,1,1,1,True,12,1,1,0,1
1926,4819385,2021,2022.5,80.0,5.597,18.0,2276,0.0,2090.0,9081.0,0,False,1,5,1,7,1,1,9,10,True,8,1,1,0,1
1928,5249625,2023,2022.5,87.0,6.549,12.0,2728,0.0,3139.0,12921.0,0,False,1,1,1,15,1,1,6,3,True,5,2,1,0,0
1935,1405916,2020,2022.5,82.0,5.209,18.0,2159,20000.0,27230.0,2061.0,0,False,1,1,1,2,1,2,4,2,True,13,1,2,0,1
1937,4640143,2021,2022.5,52.0,8.102,6.0,4034,0.0,3968.0,8186.0,0,False,1,1,1,1,185,1,374,554,False,4,1,2,0,0
1939,1390618,2020,2022.5,80.0,5.026,18.0,2737,0.0,672.0,3230.0,0,False,1,6,1,17,4,1,1,1,True,26,1,1,0,1
1950,4934933,2022,2022.5,68.0,7.245,18.0,2242,0.0,206.0,516.0,0,False,83,399,1,2,5,3,1,3,True,0,1,1,0,1
1954,5104424,2022,2022.5,115.0,6.715,12.0,2676,0.0,15320.0,72667.0,0,False,1,2,5,6,5,6,5,554,True,23,1,2,0,0
1958,5075871,2022,2022.5,94.0,5.055,18.0,2650,0.0,9500.0,85407.0,0,False,3,1,85,1,1,1,3,1,True,20,1,2,0,1
1961,4507680,2022,2022.5,89.0,4.511,18.0,2786,35000.0,350.0,677.0,0,False,1,399,1,2,1,2,4,2,True,8,1,2,0,1
1962,4321128,2022,2022.5,90.0,5.406,18.0,2804,0.0,3006.0,13867.0,0,False,3,5,1,3,3,1,374,554,True,7,1,1,0,1
1963,4959314,2022,2022.5,55.0,8.412,12.0,3225,0.0,949.0,2748.0,2,False,6,4,4,1,2,4,374,1,True,3,1,1,1,0
1964,5377803,2023,2022.5,96.0,6.725,18.0,3421,0.0,6384.0,23228.0,0,False,17,399,2,2,2,2,2,554,True,2,1,1,0,1
1965,1392734,2021,2022.5,91.0,5.127,18.0,2880,0.0,5452.0,29750.0,0,False,1,2,2,15,2,1,374,20,True,9,1,1,0,1
1966,4478721,2022,2022.5,84.0,6.323,18.0,3288,0.0,3440.0,15856.0,0,False,1,1,1,1,2,1,1,554,True,8,4,1,0,1
1967,1331271,2020,2022.5,70.0,6.279,18.0,4010,0.0,27230.0,22831.0,0,False,1,1,1,1,1,1,1,554,True,11,1,2,0,1
1971,5253702,2022,2022.5,60.0,8.577,6.0,5491,0.0,1873.0,8329.0,0,False,83,1,1,1,1,1,1,1,True,0,1,1,0,0
1972,4534956,2021,2022.5,94.0,5.631,18.0,3036,0.0,1372.0,7665.0,0,False,5,8,2,2,10,2,26,2,True,7,2,1,0,1
1982,4929712,2021,2022.5,96.0,5.966,18.0,3574,0.0,1835.0,10111.0,0,False,1,2,4,2,4,4,5,554,True,4,1,1,0,1
1984,4539790,2021,2022.5,108.0,6.095,18.0,3714,0.0,1371.0,6556.0,0,False,2,5,5,7,3,2,374,2,True,7,1,2,0,1
1985,5059142,2022,2022.5,101.0,5.372,18.0,4110,0.0,619.0,2540.0,0,False,3,5,3,13,13,2,2,15,True,12,1,1,0,1
1991,4830642,2022,2022.5,80.0,5.687,18.0,4120,0.0,3550.0,12905.0,0,False,1,12,2,8,22,2,374,12,True,13,1,1,0,1
1992,1320002,2023,2022.5,109.0,5.678,18.0,4384,0.0,1675.0,5461.0,0,False,2,2,3,1,6,3,1,6,True,18,1,2,0,1
1994,5129333,2022,2022.5,79.0,6.474,18.0,3962,0.0,2452.0,11519.0,0,False,2,1,3,3,5,2,1,554,True,9,1,1,0,1
1997,5001203,2022,2022.5,97.0,6.152,18.0,4145,0.0,1411.0,6497.0,0,False,2,5,4,1,8,5,1,3,True,20,1,1,0,1
1999,5042646,2022,2022.5,46.0,7.969,0.0,13404,0.0,95095.0,287175.0,3,False,1,399,2,4,185,4,4,554,False,12,1,2,1,0
2001,5246830,2023,2022.5,70.0,5.836,18.0,4718,0.0,206.0,479.0,0,False,1,1,2,1,9,1,2,1,True,3,1,1,0,1
2003,5074901,2022,2022.5,88.0,5.942,18.0,4049,0.0,11066.0,47101.0,0,False,1,4,4,2,3,4,5,554,True,4,1,2,0,1
2004,4886121,2022,2022.5,98.0,6.196,18.0,6699,0.0,1896.0,7322.0,0,False,3,3,1,8,18,1,1,4,True,25,1,2,0,1
2014,1399052,2021,2022.5,118.0,5.908,18.0,5807,0.0,9763.0,47606.0,0,False,8,1,1,1,7,1,1,21,True,24,1,3,0,1
2019,1379064,2020,2022.5,92.0,6.152,18.0,6028,0.0,179.0,664.0,0,False,1,1,1,1,1,1,1,1,True,6,1,1,0,1
2021,1397530,2022,2022.5,73.0,4.375,18.0,4119,0.0,654.0,3468.0,0,False,1,3,1,1,1,1,1,1,True,16,4,1,0,1
2022,5249388,2022,2022.5,75.0,6.152,18.0,5984,0.0,1357.0,5391.0,0,False,1,2,1,1,2,1,1,554,True,6,1,1,0,1
2028,5238327,2021,2022.5,83.0,5.884,18.0,7403,0.0,1601.0,5615.0,0,False,2,1,1,6,1,1,6,1,True,5,1,1,0,1
2029,1451342,2021,2022.5,106.0,6.439,18.0,6269,0.0,4219.0,20269.0,0,False,2,5,5,10,5,7,374,554,True,16,1,1,0,1
2033,5047455,2022,2022.5,93.0,6.545,18.0,7229,0.0,379.0,1911.0,0,False,1,1,1,8,1,1,1,1,True,34,2,1,0,1
2036,5283248,2023,2022.5,77.0,4.765,18.0,8587,0.0,734.0,1545.0,0,False,1,1,1,1,1,1,1,1,True,31,1,1,0,1
2037,1115019,2020,2022.5,80.0,6.033,18.0,6804,37700000.0,314.0,1767.0,0,False,4,5,3,1,22,1,12,2,True,10,1,1,0,1
2040,4837786,2022,2022.5,85.0,5.219,18.0,5930,0.0,4161.0,18989.0,1,False,1,2,3,6,3,6,5,6,True,12,1,2,1,1
2043,5074907,2022,2022.5,88.0,5.669,18.0,6862,0.0,1638.0,7252.0,0,False,1,1,2,1,1,1,2,3,True,8,1,2,0,1
2045,5277469,2023,2022.5,65.0,7.728,18.0,7315,0.0,999.0,2333.0,0,False,1,399,1,1,1,1,374,1,True,4,1,3,0,1
2046,1412483,2021,2022.5,83.0,6.436,18.0,7072,0.0,709.0,2467.0,0,False,1,2,1,2,1,1,1,10,True,22,1,2,0,1
2047,5117212,2022,2022.5,71.0,5.115,12.0,7830,0.0,577.0,2159.0,0,False,2,399,2,1,1,2,1,554,True,19,1,2,0,0
2050,4550516,2021,2022.5,90.0,7.092,0.0,7504,0.0,1827.0,2665.0,0,False,1,2,1,1,1,2,2,2,True,35,1,3,0,0
2053,1344504,2022,2022.5,84.0,6.333,18.0,9037,37878788.0,3037.0,13565.0,0,False,1,4,1,2,8,1,13,1,True,10,1,1,0,1
2055,1162915,2021,2022.5,82.0,6.091,18.0,6411,0.0,2173.0,8225.0,0,False,1,1,1,1,10,1,3,1,True,8,1,1,0,1
2056,5356988,2023,2022.5,112.0,6.101,18.0,10503,0.0,5018.0,19418.0,0,False,2,1,3,3,5,2,4,2,True,33,1,1,0,1
2057,5307214,2021,2022.5,101.0,6.152,18.0,6783,0.0,1087.0,3057.0,0,False,1,399,1,1,4,1,1,554,True,13,1,2,0,1
2059,4298812,2021,2022.5,124.0,5.812,18.0,8271,0.0,1631.0,7379.0,0,False,2,4,6,17,4,7,374,26,True,5,1,1,0,1
2064,4756142,2021,2022.5,68.0,8.916,12.0,7935,0.0,17798.0,84161.0,0,False,83,399,2,1,1,2,374,554,True,0,1,1,0,0
2065,5089031,2022,2022.5,91.0,5.125,18.0,8441,0.0,48425.0,175797.0,0,False,2,2,5,1,3,9,2,17,True,7,1,1,0,1
2067,4522317,2021,2022.5,78.0,4.883,18.0,7756,0.0,1482.0,4423.0,0,False,1,1,2,2,2,2,2,1,True,7,1,1,0,1
2069,5074909,2022,2022.5,72.0,5.794,18.0,8848,0.0,1733.0,9124.0,0,False,3,5,1,12,2,2,3,1,True,18,1,2,0,1
2071,1278046,2022,2022.5,91.0,6.152,18.0,7458,0.0,12591.0,49878.0,0,False,1,1,1,2,2,2,2,554,True,7,1,2,0,1
2075,5322388,2023,2022.5,119.0,8.192,12.0,10818,0.0,3915.0,10024.0,0,False,1,1,2,1,1,1,2,1,True,21,1,3,0,0
2076,4729319,2021,2022.5,94.0,6.252,18.0,8669,0.0,22446.0,90594.0,0,False,2,2,85,2,10,3,5,554,True,6,1,1,0,1
2078,5229259,2021,2022.5,93.0,6.621,12.0,9210,0.0,989.0,2213.0,0,False,1,2,1,1,2,1,2,8,True,14,1,1,0,0
2079,1354084,2021,2022.5,88.0,5.376,18.0,7724,0.0,2024.0,8083.0,0,False,2,1,1,4,4,6,374,2,True,23,1,1,0,1
2081,5278422,2023,2022.5,48.0,8.222,0.0,25974,0.0,67061.0,144730.0,3,False,2,399,3,4,185,4,4,554,False,13,1,2,1,0
2082,5307146,2023,2022.5,94.0,5.599,18.0,17733,0.0,924.0,2393.0,0,False,11,11,1,4,6,1,12,1,True,26,1,2,0,1
2083,1445141,2021,2022.5,92.0,5.261,18.0,10998,0.0,31655.0,114016.0,0,False,2,6,4,1,4,2,5,4,True,12,1,2,0,1
2084,5149154,2022,2022.5,115.0,6.152,18.0,9519,0.0,7327.0,35702.0,0,False,1,399,2,84,1,2,374,2,True,4,1,1,0,1
2087,4476197,2022,2022.5,89.0,6.715,18.0,10389,0.0,6362.0,35316.0,0,False,7,9,5,84,3,4,374,21,True,30,1,1,0,1
2089,1162851,2022,2022.5,105.0,7.418,6.0,10728,54687500.0,17414.0,54309.0,0,False,1,1,1,4,4,2,1,1,True,10,1,3,0,0
2090,5246539,2022,2022.5,90.0,6.152,18.0,10957,0.0,6706.0,26443.0,0,False,1,1,1,1,1,1,1,1,True,25,1,2,0,1
2091,2000120,2023,2022.5,104.0,6.794,16.0,10709,0.0,11581.0,28415.0,0,False,3,1,1,2,1,1,1,554,True,19,4,3,0,0
2092,4322004,2022,2022.5,125.0,6.914,18.0,12019,121735000.0,11386.0,56840.0,0,False,1,4,4,2,19,3,1,1,True,32,1,2,0,1
2094,5403505,2023,2022.5,92.0,6.189,18.0,18588,0.0,682.0,1522.0,0,False,1,399,1,1,1,1,1,554,True,19,1,2,0,1
2098,5330244,2023,2022.5,97.0,5.581,12.0,13529,0.0,20905.0,62654.0,4,False,2,5,2,2,2,2,6,1,True,23,1,2,1,0
2099,4680804,2022,2022.5,101.0,5.821,18.0,11909,0.0,8611.0,47590.0,0,False,1,12,2,13,1,2,2,2,True,38,1,1,0,1
2101,5133166,2023,2022.5,73.0,5.898,18.0,13395,0.0,7096.0,7084.0,0,False,1,1,1,1,1,1,1,1,True,8,1,2,0,1
