,id,year,release_years,movieLength,rating_kp,ageRating,votes_kp,budget,audience_count,fees_russia,sequelsAndPrequels,ticketsOnSale,actor,designer,writer,producer,operator,director,composer,editor,type_movie,num_actors,num_countries,num_genres,is_sequel,is_adult
4664,5047471,2024,2022.5,104.0,7.107,6.0,338230,979347501.0,4180567.0,41989861.0,1,False,1,9,2,8,18,9,11,4,True,30,1,3,1,0
4665,5047469,2024,2022.5,148.0,7.338,18.0,266516,450000000.0,388068.0,7595071.0,0,False,3,16,4,10,15,1,9,5,True,50,1,2,0,1
4667,5047465,2024,2022.5,83.0,7.039,16.0,3948,0.0,13105.0,637648.0,0,False,2,2,2,2,11,3,3,554,True,18,1,1,0,0
4668,5047464,2023,2022.5,116.0,7.347,6.0,532035,1100000000.0,8642541.0,36690654.0,1,False,4,11,1,11,14,7,4,3,True,50,1,4,1,0
4669,5047299,2024,2022.5,118.0,7.453,18.0,27932,0.0,36579.0,719520.0,0,False,8,1,1,2,4,1,4,26,True,26,1,2,0,1
4670,5047298,2022,2022.5,87.0,6.152,16.0,13304,0.0,67536.0,318360.0,0,False,12,20,1,7,14,3,4,554,True,14,1,2,0,0
4688,5042070,2023,2022.5,108.0,7.131,18.0,50603,0.0,9488.0,36375.0,0,False,2,1,1,2,1,1,5,554,True,21,1,1,0,1
4715,5023667,2022,2022.5,108.0,6.161,12.0,41138,0.0,1693625.0,7365204.0,2,False,9,11,9,48,8,12,16,1,True,23,1,1,1,0
4718,5021829,2023,2022.5,107.0,6.152,18.0,5407,0.0,3263.0,12247.0,0,False,2,1,1,1,6,1,2,24,True,28,1,1,0,1
4746,5133206,2022,2022.5,95.0,6.152,6.0,1013,38000000.0,4933.0,22223.0,0,False,3,1,2,2,13,1,374,1,True,19,1,1,0,0
4766,5103784,2022,2022.5,55.0,7.383,16.0,287,0.0,415.0,1979.0,0,False,1,399,1,1,1,1,1,1,True,2,1,1,0,0
4776,5101891,2022,2022.5,98.0,6.152,6.0,5088,0.0,60765.0,193420.0,0,False,83,399,2,3,2,3,5,554,True,0,1,1,0,0
4784,5066711,2022,2022.5,32.0,0.0,6.0,286,0.0,2035.0,6359.0,0,False,1,399,1,43,2,1,1,554,True,5,1,3,0,0
4787,5119760,2022,2022.5,90.0,0.0,12.0,289,0.0,46108.0,244140.0,0,False,1,399,85,1,2,1,374,554,True,4,1,1,0,0
4792,5126940,2022,2022.5,92.0,7.064,18.0,10411,0.0,47587.0,179659.0,1,False,2,3,1,8,14,6,1,554,True,26,1,2,1,1
4837,5042126,2022,2022.5,100.0,6.692,16.0,1557,0.0,26192.0,115809.0,1,False,2,2,2,2,2,2,10,3,True,14,1,1,1,0
4838,5034524,2022,2022.5,122.0,6.152,18.0,2132,0.0,25563.0,119719.0,0,False,10,3,1,8,2,2,5,554,True,42,1,2,0,1
4839,5021585,2022,2022.5,89.0,6.152,6.0,5786,0.0,659757.0,2389101.0,2,False,2,5,3,1,2,4,1,23,True,20,1,2,1,0
4840,5103740,2024,2022.5,114.0,6.364,12.0,5337,0.0,62718.0,218127.0,0,False,3,3,1,1,1,1,4,554,True,20,1,3,0,0
4936,5134540,2023,2022.5,106.0,4.927,18.0,4955,0.0,7499.0,23179.0,0,False,5,3,1,2,1,1,374,5,True,31,1,1,0,1
4937,5134586,2024,2022.5,92.0,7.623,18.0,990,0.0,1447.0,26768.0,0,False,1,2,1,84,3,1,374,10,True,14,1,1,0,1
4941,5134108,2023,2022.5,92.0,6.791,12.0,15830,0.0,176153.0,646511.0,0,False,1,4,2,48,8,2,2,554,True,35,1,2,0,0
5026,5021649,2022,2022.5,269.0,7.492,16.0,300,0.0,1485.0,9032.0,0,False,1,2,85,2,3,1,2,1,True,17,1,1,0,0
5027,5021743,2022,2022.5,100.0,0.0,16.0,135,0.0,21066.0,118824.0,0,False,1,399,85,43,185,3,374,554,True,5,1,1,0,0
5032,4975736,2022,2022.5,87.0,5.724,16.0,10253,0.0,100443.0,450455.0,0,False,14,6,1,7,4,1,11,554,True,11,1,3,0,0
5033,4974491,2022,2022.5,99.0,7.081,16.0,8489,0.0,6913.0,38819.0,0,False,1,12,1,21,1,1,374,1,True,25,1,2,0,0
5042,4999582,2022,2022.5,98.0,6.986,12.0,9037,0.0,49958.0,212782.0,0,False,5,2,1,4,3,1,9,2,True,24,1,3,0,0
5050,4972337,2022,2022.5,92.0,5.018,12.0,3674,0.0,34244.0,103466.0,0,False,3,7,2,2,7,3,4,554,True,15,1,2,0,0
5059,4958223,2022,2022.5,94.0,5.094,12.0,29230,0.0,1926471.0,8493349.0,11,False,1,3,4,2,5,2,8,554,True,22,1,1,1,0
5068,4999693,2022,2022.5,80.0,6.214,18.0,7488,0.0,32249.0,155053.0,0,False,7,12,1,9,2,1,1,554,True,26,1,1,0,1
5087,4973146,2022,2022.5,79.0,1.519,18.0,5968,0.0,2096.0,10976.0,0,False,1,1,1,1,1,1,1,554,True,19,1,4,0,1
5090,4961823,2022,2022.5,90.0,7.793,6.0,12455,0.0,160762.0,513639.0,0,False,4,1,2,1,185,2,3,1,False,17,1,3,0,0
5116,5000550,2022,2022.5,100.0,6.305,16.0,4281,0.0,58010.0,277159.0,1,False,2,2,2,2,2,2,10,3,True,15,1,1,1,0
5119,5016804,2022,2022.5,87.0,6.152,18.0,1443,0.0,3775.0,18767.0,0,False,1,2,1,2,1,1,12,1,True,31,1,1,0,1
5133,5018514,2024,2022.5,98.0,7.111,6.0,78726,0.0,39624.0,336745.0,0,False,2,3,1,1,13,2,1,12,True,27,1,3,0,0
5137,4937051,2022,2022.5,95.0,4.857,12.0,7507,0.0,429864.0,1554737.0,0,False,1,4,1,3,5,1,3,2,True,10,1,2,0,0
5141,4935438,2022,2022.5,86.0,0.0,6.0,255,0.0,2076.0,11225.0,0,False,1,6,1,1,6,1,1,1,True,4,1,1,0,0
5143,4934925,2023,2022.5,92.0,6.799,18.0,14750,0.0,7456.0,28431.0,0,False,1,12,1,2,4,3,12,7,True,23,1,2,0,1
5156,4929714,2022,2022.5,95.0,0.0,6.0,323,0.0,29647.0,186308.0,0,False,1,1,2,2,3,1,374,554,True,3,1,3,0,0
5166,4920455,2022,2022.5,92.0,6.959,16.0,1647,0.0,1205.0,3834.0,0,False,1,1,1,8,12,7,1,2,True,4,1,2,0,0
5169,4919130,2022,2022.5,45.0,0.0,0.0,459,0.0,14301.0,44881.0,0,False,4,2,1,43,185,1,1,554,False,22,1,3,0,0
5193,4913135,2022,2022.5,99.0,5.017,18.0,4638,0.0,9975.0,44959.0,0,False,1,2,1,1,3,1,4,17,True,13,1,2,0,1
5213,4908035,2023,2022.5,114.0,5.999,18.0,2884,0.0,2395.0,10178.0,0,False,2,2,1,3,2,1,374,2,True,18,1,2,0,1
5228,4903013,2023,2022.5,88.0,0.0,18.0,167,0.0,152.0,2818.0,0,False,2,1,1,4,1,1,1,20,True,14,1,1,0,1
5409,4887008,2022,2022.5,76.0,0.0,12.0,129,0.0,1662.0,6171.0,0,False,83,399,1,1,1,1,13,554,True,0,1,2,0,0
5422,4887748,2023,2022.5,88.0,5.966,12.0,1932,0.0,919.0,7793.0,0,False,1,399,2,2,17,2,13,6,True,8,1,3,0,0
5434,4903012,2023,2022.5,120.0,7.408,16.0,35937,60000000.0,260913.0,900740.0,0,False,2,4,1,7,2,1,7,554,True,26,1,2,0,0
5436,4903172,2023,2022.5,100.0,6.682,18.0,5514,0.0,228.0,8192.0,0,False,1,3,1,10,13,1,18,2,True,22,1,1,0,1
5446,4903616,2022,2022.5,90.0,5.891,16.0,2809,0.0,2712.0,12300.0,0,False,2,1,2,10,1,1,1,4,True,12,1,2,0,0
5449,4901797,2022,2022.5,80.0,7.016,12.0,42688,0.0,297679.0,1223219.0,0,False,9,1,1,19,7,4,15,7,True,15,1,2,0,0
5450,4888175,2022,2022.5,90.0,5.915,18.0,8069,0.0,39154.0,212185.0,3,False,2,3,2,4,1,3,6,19,True,17,1,3,1,1
5454,4856074,2022,2022.5,80.0,6.014,16.0,5011,0.0,112812.0,500652.0,2,False,6,3,6,48,8,11,18,7,True,16,1,1,1,0
5455,4856073,2022,2022.5,97.0,7.858,16.0,669,0.0,3301.0,24429.0,1,False,6,399,6,6,185,7,374,554,True,1,1,2,1,0
5459,4842425,2023,2022.5,90.0,6.353,18.0,3400,0.0,2507.0,10662.0,0,False,2,4,1,2,1,1,7,1,True,20,1,2,0,1
5488,4853506,2022,2022.5,107.0,5.601,16.0,18070,0.0,308979.0,1433467.0,0,False,1,1,6,48,8,12,16,8,True,19,1,2,0,0
5493,4624744,2022,2022.5,87.0,6.375,12.0,1068,0.0,3952.0,9340.0,0,False,1,4,1,10,2,1,16,6,True,13,1,1,0,0
5507,4680791,2021,2022.5,102.0,6.695,18.0,10124,0.0,28996.0,133173.0,0,False,4,12,1,1,2,7,4,19,True,26,1,1,0,1
5515,4661212,2023,2022.5,105.0,5.882,18.0,5451,0.0,2015.0,10600.0,0,False,1,4,1,36,5,1,1,1,True,19,1,2,0,1
5533,4400160,2022,2022.5,101.0,6.152,18.0,5251,72616890.0,32243.0,150447.0,0,False,3,9,1,13,10,4,11,4,True,13,1,1,0,1
5543,4693270,2023,2022.5,112.0,5.965,18.0,1856,0.0,2043.0,8416.0,0,False,1,6,4,6,8,5,374,3,True,14,1,1,0,1
5574,4646807,2021,2022.5,52.0,0.0,12.0,121,0.0,704.0,4098.0,0,False,1,1,1,3,1,1,374,554,False,2,1,2,0,0
5593,4489530,2022,2022.5,89.0,6.152,12.0,13501,0.0,90339.0,390695.0,0,False,3,3,4,1,6,4,4,2,True,30,1,2,0,0
5599,4421039,2020,2022.5,42.0,0.0,16.0,14,0.0,27230.0,114.0,0,False,1,399,85,43,185,1,374,554,True,1,1,2,0,0
5603,4493055,2022,2022.5,115.0,6.152,12.0,3076,0.0,40940.0,126942.0,0,False,1,4,1,7,4,2,11,1,True,22,1,2,0,0
5650,4432433,2022,2022.5,81.0,4.912,16.0,12844,0.0,134526.0,641272.0,0,False,1,1,10,5,1,1,12,1,True,29,1,2,0,0
5679,4710763,2021,2022.5,80.0,6.152,12.0,4322,0.0,57269.0,244424.0,1,False,5,2,1,4,4,1,2,10,True,19,1,1,1,0
5686,4444907,2020,2022.5,105.0,0.0,16.0,211,0.0,472.0,1152.0,0,False,1,399,1,4,4,3,1,1,True,6,1,1,0,0
5695,4527638,2022,2022.5,89.0,6.199,16.0,4361,0.0,8662.0,36023.0,0,False,11,1,5,7,3,5,374,10,True,4,2,2,0,0
5707,4497518,2021,2022.5,72.0,6.152,16.0,313,0.0,1223.0,7895.0,0,False,6,399,85,43,185,7,1,554,True,3,1,1,0,0
5710,4445646,2021,2022.5,100.0,0.0,12.0,425,0.0,4690.0,18578.0,0,False,2,399,2,1,4,1,2,554,True,33,1,1,0,0
5714,4693371,2022,2022.5,97.0,5.656,12.0,1171,0.0,1169.0,4636.0,0,False,2,5,1,20,2,1,1,3,True,14,1,2,0,0
5745,4365786,2021,2022.5,54.0,7.104,6.0,11855,0.0,60286.0,72324.0,0,False,1,1,1,4,3,1,2,1,True,10,1,3,0,0
5755,4739527,2023,2022.5,105.0,6.992,18.0,44740,0.0,13115.0,91343.0,0,False,2,9,5,3,8,2,374,2,True,13,1,2,0,1
5757,4660300,2022,2022.5,116.0,7.114,16.0,25642,0.0,74310.0,334089.0,0,False,2,2,2,8,3,3,374,1,True,29,1,3,0,0
5773,4667350,2022,2022.5,84.0,5.459,6.0,1263,0.0,58066.0,163532.0,0,False,1,1,1,20,14,1,1,4,True,11,1,5,0,0
5776,4539734,2022,2022.5,96.0,5.315,18.0,10756,0.0,4231.0,19197.0,0,False,1,399,1,13,4,1,44,4,True,19,1,2,0,1
5797,4729320,2023,2022.5,90.0,6.377,6.0,51940,165000000.0,1615813.0,5991809.0,0,False,5,20,5,7,14,20,4,554,True,50,1,2,0,0
5811,4445895,2020,2022.5,52.0,0.0,12.0,224,0.0,1728.0,3530.0,0,False,1,1,1,1,185,1,5,554,True,6,1,1,0,0
5814,4686011,2022,2022.5,87.0,4.899,18.0,5085,0.0,53284.0,294649.0,1,False,3,1,1,1,8,1,1,1,True,11,1,1,1,1
5819,4694776,2022,2022.5,98.0,5.055,16.0,4397,104702395.0,11149.0,46790.0,0,False,5,2,2,10,1,3,5,554,True,13,1,2,0,0
5847,4528911,2022,2022.5,92.0,5.965,12.0,26421,0.0,48782.0,162796.0,0,False,3,15,1,10,1,2,19,554,True,15,1,2,0,0
5855,4639557,2022,2022.5,98.0,6.748,18.0,41146,93000000.0,585725.0,2817213.0,1,False,12,2,3,4,8,5,11,5,True,50,1,1,1,1
5894,4682864,2023,2022.5,114.0,6.152,12.0,17486,0.0,436536.0,1622528.0,0,False,4,11,4,1,9,1,1,19,True,45,1,2,0,0
5905,4530500,2022,2022.5,84.0,7.652,18.0,15720,0.0,38985.0,55214.0,0,False,1,3,1,13,5,6,16,2,True,18,1,2,0,1
5921,4693268,2022,2022.5,88.0,6.663,18.0,11193,0.0,46348.0,221960.0,0,False,1,3,2,6,2,2,7,10,True,9,1,1,0,1
5929,4694772,2021,2022.5,63.0,0.0,18.0,183,0.0,868.0,3115.0,0,False,83,399,1,3,5,13,374,1,True,0,1,1,0,1
5946,4661357,2021,2022.5,109.0,0.0,16.0,124,0.0,216.0,850.0,0,False,1,399,1,1,1,1,374,554,True,11,1,1,0,0
5965,4484927,2023,2022.5,163.0,7.514,12.0,98241,0.0,2192031.0,8369253.0,0,False,10,2,8,5,18,2,1,7,True,50,1,3,0,0
5985,4715474,2023,2022.5,95.0,5.895,18.0,10062,120000000.0,173487.0,613142.0,3,False,18,6,2,22,13,6,2,554,True,31,1,2,1,1
5990,4523364,2022,2022.5,99.0,6.152,18.0,4476,0.0,2483.0,12035.0,0,False,3,7,4,6,2,1,374,24,True,13,1,1,0,1
6001,4624994,2022,2022.5,75.0,5.628,18.0,580,0.0,870.0,2845.0,0,False,2,2,2,20,6,1,1,3,True,10,1,2,0,1
6023,4441134,2020,2022.5,90.0,0.0,16.0,270,0.0,361.0,875.0,0,False,1,1,2,1,1,1,2,2,True,10,1,2,0,0
6058,4507857,2024,2022.5,80.0,5.269,12.0,1748,0.0,49454.0,142499.0,0,False,1,2,2,1,1,2,19,8,True,27,1,3,0,0
6071,4666604,2024,2022.5,127.0,8.142,6.0,158683,350000000.0,388886.0,6485182.0,1,False,6,5,5,36,10,1,18,554,True,19,1,2,1,0
6074,4694761,2022,2022.5,82.0,0.0,18.0,255,0.0,1204.0,4503.0,0,False,83,399,1,3,4,1,1,1,True,0,1,1,0,1
6100,1443813,2022,2022.5,84.0,6.152,18.0,1665,0.0,3900.0,20062.0,0,False,1,2,1,1,1,1,9,1,True,11,2,2,0,1
6103,4474120,2022,2022.5,102.0,6.883,18.0,5822,0.0,3304.0,13926.0,0,False,1,1,1,10,1,1,374,4,True,13,1,1,0,1
6129,2000128,2022,2022.5,94.0,6.896,12.0,3284,0.0,4182.0,19289.0,0,False,1,2,1,13,2,1,1,2,True,6,1,1,0,0
6130,1445165,2022,2022.5,96.0,6.009,12.0,43605,330800836.0,546128.0,2372703.0,0,False,1,15,1,1,10,1,2,17,True,43,1,3,0,0
6140,2000125,2024,2022.5,85.0,0.0,12.0,753,0.0,4048.0,11603.0,0,False,1,2,1,22,6,1,1,11,True,13,1,1,0,0
6156,1395858,2022,2022.5,117.0,5.773,16.0,3904,0.0,3440.0,16185.0,1,False,1,5,2,1,1,1,1,1,True,33,2,3,1,0
6169,4474584,2023,2022.5,117.0,2.728,18.0,9449,0.0,1213.0,5760.0,0,False,1,399,1,1,1,1,1,1,True,30,1,4,0,1
6170,4432514,2021,2022.5,107.0,0.0,12.0,1091,0.0,37775.0,159297.0,0,False,1,2,3,2,4,2,4,2,True,4,1,2,0,0
6185,4507515,2021,2022.5,87.0,4.836,18.0,4234,0.0,52907.0,242409.0,0,False,2,1,1,8,4,9,374,3,True,11,1,2,0,1
6192,4310320,2021,2022.5,38.0,5.961,12.0,757,0.0,972.0,3441.0,0,False,3,6,1,2,9,1,1,554,True,5,1,4,0,0
6203,1412558,2020,2022.5,87.0,0.0,6.0,677,0.0,2954.0,9176.0,0,False,83,399,85,3,2,3,6,554,True,0,1,1,0,0
6221,4559710,2021,2022.5,106.0,7.025,18.0,22897,0.0,87176.0,445435.0,0,False,2,2,1,1,2,1,1,1,True,15,1,2,0,1
6226,2000119,2022,2022.5,98.0,6.152,18.0,87172,0.0,20510.0,71512.0,0,False,5,6,1,7,3,1,374,15,True,16,1,2,0,1
6227,2000101,2022,2022.5,106.0,6.275,12.0,10241,0.0,207894.0,914476.0,0,False,2,1,3,4,1,3,1,2,True,12,1,2,0,0
6245,2000124,2022,2022.5,119.0,7.942,18.0,7556,0.0,1491.0,35543.0,0,False,2,1,1,3,2,1,374,20,True,24,2,2,0,1
6259,4381764,2022,2022.5,108.0,6.708,16.0,2558,0.0,4044.0,22793.0,0,False,1,3,1,15,2,5,374,10,True,24,1,1,0,0
6269,1390671,2022,2022.5,102.0,5.847,16.0,5609,0.0,718.0,3793.0,0,False,9,3,1,1,13,1,5,9,True,17,1,2,0,0
6366,1415769,2021,2022.5,125.0,0.0,18.0,449,0.0,1749.0,6804.0,0,False,1,1,1,1,1,1,26,2,True,6,3,1,0,1
6397,4448433,2022,2022.5,121.0,6.262,18.0,5291,0.0,21357.0,83828.0,0,False,11,6,2,10,1,2,26,2,True,50,1,3,0,1
6408,1387136,2021,2022.5,86.0,6.774,12.0,446,0.0,1729.0,8783.0,0,False,1,399,1,1,2,2,1,2,True,2,1,2,0,0
6432,4789591,2022,2022.5,116.0,6.327,16.0,8771,0.0,107767.0,414584.0,0,False,1,5,2,1,6,5,7,17,True,35,1,2,0,0
6434,4497446,2021,2022.5,97.0,6.625,12.0,78855,0.0,1252674.0,6000635.0,0,False,1,6,3,2,2,9,3,19,True,45,1,2,0,0
6437,4679793,2021,2022.5,85.0,0.0,0.0,368,0.0,349.0,1266.0,0,False,1,1,1,1,2,1,1,1,True,12,1,4,0,0
6438,1403069,2021,2022.5,87.0,5.426,12.0,9601,0.0,253790.0,1058487.0,0,False,1,4,1,11,1,3,25,5,True,34,1,2,0,0
6439,4552644,2021,2022.5,73.0,6.152,18.0,1185,0.0,5551.0,22795.0,0,False,1,2,1,1,1,1,374,1,True,1,2,2,0,1
6443,4528801,2022,2022.5,93.0,1.812,16.0,10037,0.0,90213.0,308198.0,0,False,3,3,6,48,1,3,8,1,True,6,1,1,0,0
6444,4290071,2022,2022.5,115.0,6.444,12.0,92418,0.0,1111410.0,3641211.0,2,False,9,6,1,48,8,12,16,8,True,27,1,1,1,0
6445,1451291,2022,2022.5,114.0,7.248,18.0,50412,290000000.0,303370.0,1547710.0,0,False,1,5,3,12,22,4,26,10,True,50,1,3,0,1
6446,4489519,2023,2022.5,133.0,5.673,18.0,70367,0.0,316380.0,1096825.0,1,False,2,6,4,3,10,4,374,554,True,34,1,1,1,1
6447,4324950,2022,2022.5,109.0,6.752,18.0,70824,0.0,59570.0,319624.0,0,False,11,9,1,2,5,3,7,3,True,20,1,2,0,1
6448,4715481,2023,2022.5,99.0,7.566,18.0,96181,0.0,404281.0,1260679.0,0,False,1,2,3,3,13,10,2,7,True,21,1,1,0,1
6449,4686066,2023,2022.5,110.0,7.939,18.0,255814,193000000.0,1749767.0,6869281.0,0,False,3,5,2,21,3,3,1,18,True,40,1,3,0,1
6451,4625021,2022,2022.5,86.0,6.356,16.0,11022,0.0,101046.0,395090.0,0,False,4,4,10,5,1,4,12,17,True,30,1,3,0,0
6452,2044846,2021,2022.5,98.0,6.034,16.0,27957,0.0,31450.0,124943.0,2,False,6,5,6,48,8,1,18,554,True,14,1,1,1,0
6453,1412230,2021,2022.5,87.0,4.316,16.0,15487,0.0,200634.0,762463.0,0,False,6,11,10,5,1,4,12,9,True,24,1,2,0,0
6454,2044847,2021,2022.5,91.0,6.351,16.0,11489,0.0,27230.0,10727.0,0,False,1,3,3,6,11,3,3,3,True,29,1,2,0,0
6455,4394762,2021,2022.5,59.0,0.0,12.0,209,0.0,3935.0,22292.0,0,False,1,399,85,1,5,2,1,1,True,1,1,1,0,0
6457,4533401,2021,2022.5,45.0,0.0,0.0,258,0.0,24337.0,52277.0,0,False,83,2,85,1,185,1,374,554,False,0,1,2,0,0
6458,4403000,2021,2022.5,74.0,5.219,12.0,13294,0.0,202271.0,898424.0,0,False,3,11,10,5,3,1,12,9,True,28,1,2,0,0
6461,4421024,2021,2022.5,90.0,6.152,6.0,592,0.0,4780.0,9390.0,0,False,1,5,1,1,18,1,5,17,True,16,1,3,0,0
6462,1346181,2020,2022.5,72.0,0.0,16.0,321,0.0,1003.0,1963.0,0,False,1,399,3,4,2,3,1,554,True,6,2,1,0,0
6464,1421579,2020,2022.5,97.0,5.755,18.0,369,0.0,349.0,1536.0,0,False,1,2,1,2,8,1,2,3,True,10,1,1,0,1
6467,4533354,2021,2022.5,93.0,3.402,6.0,29515,0.0,247129.0,943911.0,11,False,7,9,3,3,10,4,374,5,True,43,1,1,1,0
6468,4456630,2021,2022.5,97.0,5.396,12.0,4152,0.0,3296.0,10678.0,0,False,1,3,3,6,10,6,44,10,True,8,1,3,0,0
6470,4491071,2021,2022.5,111.0,4.056,12.0,10338,0.0,22260.0,92546.0,0,False,1,6,3,5,2,9,44,6,True,36,1,3,0,0
6471,1445176,2021,2022.5,88.0,5.374,18.0,37392,0.0,182882.0,720357.0,0,False,2,2,1,8,27,2,5,23,True,6,1,2,0,1
6473,1395847,2021,2022.5,119.0,4.948,12.0,18846,180000000.0,27230.0,836224.0,0,False,6,15,5,4,10,2,374,3,True,32,1,2,0,0
6474,1392783,2021,2022.5,110.0,0.0,12.0,373,0.0,716.0,1890.0,0,False,1,1,2,5,1,1,3,554,True,20,1,2,0,0
6475,1402934,2021,2022.5,107.0,5.444,16.0,1500,0.0,7440.0,30429.0,0,False,6,12,1,10,1,2,374,554,True,12,1,2,0,0
6476,1445060,2020,2022.5,92.0,4.845,12.0,1895,38000000.0,1059.0,5673.0,0,False,3,3,4,10,4,1,7,10,True,23,1,1,0,0
6478,4533253,2021,2022.5,80.0,6.152,16.0,3615,0.0,18051.0,82060.0,0,False,1,399,1,1,6,1,5,1,True,6,1,1,0,0
6479,4526542,2021,2022.5,45.0,0.0,0.0,454,0.0,48850.0,108162.0,0,False,1,1,1,7,185,1,4,554,False,20,1,3,0,0
6480,1219140,2021,2022.5,110.0,5.862,18.0,1486,0.0,844.0,4320.0,0,False,1,399,4,7,3,12,13,18,True,14,1,1,0,1
6483,4411309,2021,2022.5,82.0,5.506,16.0,32143,0.0,80442.0,273919.0,0,False,4,20,5,19,14,20,4,17,True,29,1,2,0,0
6486,4322000,2020,2022.5,75.0,4.975,16.0,743,0.0,1642.0,3908.0,0,False,1,1,1,1,2,1,1,4,True,13,1,2,0,0
6487,1402921,2021,2022.5,92.0,4.883,16.0,20656,60000000.0,27230.0,1016890.0,0,False,2,1,2,13,9,1,374,9,True,40,1,1,0,0
6488,4453518,2021,2022.5,109.0,6.061,18.0,605,0.0,183.0,744.0,0,False,1,399,1,2,185,1,374,554,True,4,1,1,0,1
6489,1445218,2021,2022.5,75.0,6.708,18.0,691,0.0,437.0,2310.0,0,False,1,399,1,2,1,4,374,1,True,4,1,1,0,1
6493,1445243,2021,2022.5,96.0,6.912,18.0,16203,0.0,27230.0,199656.0,0,False,1,11,2,2,2,1,374,2,True,20,1,1,0,1
6497,4312933,2020,2022.5,67.0,0.0,12.0,102,0.0,120.0,559.0,0,False,6,399,4,1,1,1,374,1,True,4,1,1,0,0
6498,1338253,2020,2022.5,92.0,5.891,12.0,3430,0.0,27230.0,112225.0,0,False,3,3,2,1,19,1,19,7,True,41,1,2,0,0
6500,1392490,2020,2022.5,88.0,5.777,16.0,5167,0.0,27230.0,11671.0,0,False,1,3,2,4,4,1,13,10,True,18,1,2,0,0
6503,1412516,2020,2022.5,91.0,5.184,16.0,7718,0.0,27230.0,967118.0,0,False,8,7,2,3,8,1,2,13,True,30,1,2,0,0
6505,1395841,2020,2022.5,92.0,7.086,16.0,20705,0.0,27230.0,67326.0,0,False,2,5,2,12,5,2,3,1,True,31,1,2,0,0
6512,4453528,2020,2022.5,72.0,6.525,6.0,464,0.0,17.0,948.0,0,False,83,399,1,1,185,1,6,554,True,0,1,1,0,0
6513,1399265,2020,2022.5,51.0,8.577,6.0,11019,0.0,1052.0,3216.0,0,False,83,399,1,1,1,2,2,2,True,0,1,1,0,0
6528,4375610,2021,2022.5,95.0,6.707,12.0,1163,0.0,118.0,648.0,0,False,1,399,1,1,1,1,1,1,True,5,3,1,0,0
6529,1392769,2021,2022.5,105.0,5.709,16.0,8492,0.0,27230.0,370611.0,0,False,2,7,9,48,8,11,18,7,True,26,1,1,0,0
6531,1445206,2020,2022.5,85.0,7.125,6.0,44745,0.0,27230.0,909.0,0,False,2,1,1,6,3,1,8,1,True,12,1,3,0,0
6533,1405926,2021,2022.5,104.0,7.029,18.0,160592,0.0,1933128.0,7162413.0,0,False,6,11,4,11,16,7,3,10,True,20,1,3,0,1
6534,1426216,2021,2022.5,92.0,5.627,16.0,1971,0.0,11990.0,78905.0,0,False,4,2,1,1,1,4,1,3,True,32,1,2,0,0
6535,1412164,2020,2022.5,80.0,7.437,12.0,594,0.0,671.0,2893.0,0,False,83,399,1,1,1,1,1,554,True,0,2,1,0,0
6540,905033,2023,2022.5,131.0,6.039,12.0,51424,674300000.0,1138560.0,4408219.0,0,False,1,6,3,3,11,6,15,5,True,50,4,4,0,0
6541,1251821,2020,2022.5,93.0,0.0,16.0,858,0.0,12694.0,45973.0,0,False,11,7,1,1,22,1,1,2,True,41,1,2,0,0
6545,1183599,2020,2022.5,131.0,7.983,6.0,488527,550000000.0,3278335.0,12742222.0,0,False,26,9,4,11,18,7,3,10,True,47,1,2,0,0
6549,1291182,2020,2022.5,100.0,5.404,12.0,10506,76000000.0,93188.0,312813.0,0,False,5,4,2,36,16,1,5,5,True,18,1,1,0,0
6554,1189670,2020,2022.5,91.0,5.309,16.0,5815,46000000.0,27230.0,51004.0,0,False,12,6,5,8,7,4,1,10,True,21,1,4,0,0
6558,1346360,2020,2022.5,88.0,4.919,16.0,31602,0.0,27230.0,1554728.0,0,False,4,2,2,3,1,1,4,18,True,14,1,2,0,0
6564,1388415,2021,2022.5,85.0,4.675,18.0,1279,0.0,1604.0,4460.0,0,False,1,399,1,1,185,1,2,554,True,9,1,2,0,1
6565,1363062,2020,2022.5,84.0,4.622,6.0,2238,0.0,27230.0,20739.0,0,False,5,1,1,3,1,1,1,1,True,14,1,2,0,0
6569,1234854,2020,2022.5,100.0,6.152,18.0,58810,80000000.0,27230.0,237126.0,0,False,6,1,1,13,2,2,1,15,True,24,1,1,0,1
6572,1204003,2020,2022.5,96.0,5.909,6.0,14987,0.0,562799.0,2322767.0,1,False,1,1,1,1,1,1,1,1,False,29,6,5,1,0
6573,1045993,2022,2022.5,105.0,6.152,12.0,12990,159508750.0,200792.0,598636.0,0,False,6,11,8,3,14,4,10,17,True,15,1,3,0,0
6576,1249198,2020,2022.5,136.0,4.769,12.0,102681,689000000.0,1461604.0,5414081.0,0,False,14,1,4,14,10,2,4,13,True,50,1,2,0,0
6579,1112308,2020,2022.5,86.0,5.597,16.0,2180,61538500.0,27230.0,12134.0,0,False,1,5,2,8,4,2,10,554,True,8,1,1,0,0
6580,1207408,2020,2022.5,88.0,6.556,18.0,47285,0.0,27230.0,285667.0,0,False,5,11,1,3,5,1,374,1,True,30,1,1,0,1
6583,900055,2022,2022.5,102.0,6.721,16.0,14478,0.0,11446.0,54657.0,0,False,5,2,1,3,22,4,18,554,True,28,1,1,0,0
